hip_name,hd_name,gj_name,tm_name,st_exocatflag,st_coronagflag,st_starshadeflag,st_wfirstflag,st_rvflag,st_lbtiflag,st_probeflag,st_k2flag,st_k2campaign,st_ppnum,wds_designation,wds_sep,wds_deltamag,ra,raerr,rastr,dec,decerr,decstr,st_glon,st_glonerr,st_glat,st_glaterr,st_fracplxunc,st_dist,st_disterr1,st_disterr2,st_pmra,st_pmraerr,st_pmdec,st_pmdecerr,st_vmag,st_vmagerr,st_vmagsrc,st_kmagsrc,st_bmv,st_bmverr,st_bmvsrc,st_vmk,st_vmkerr,st_vmksrc,st_spttype,st_lumclass,st_spttag,st_mbol,st_mbolerr,st_mbolsrc,st_mbolflag,st_lbol,st_lbolerr,st_lbolsrc,st_teff,st_tefferr,st_teffsrc,st_logg,st_loggerr,st_loggsrc,st_metfe,st_metfeerr,st_metfesrc,st_metratio,st_rad,st_raderr,st_radsrc,st_mass,st_masserr,st_masssrc,st_age,st_ageerr,st_agesrc,st_actclass,st_eeidau,st_eeidauerr,st_eeidmas,st_eeidmaserr,st_fpbearth,st_fpbeartherr,st_vmagearth,st_vmageartherr,st_nts,st_nplc,st_nglc,st_nrvc,st_naxa,st_nimg,st_nspec,st_j2m,st_j2merr,st_j2mlim,st_h2m,st_h2merr,st_h2mlim,st_ks2m,st_ks2merr,st_ks2mlim,st_wise1,st_wise1err,st_wise1lim,st_wise2,st_wise2err,st_wise2lim,st_wise3,st_wise3err,st_wise3lim,st_wise4,st_wise4err,st_wise4lim,star_name
HIP 111391,,,2MASS J22340049-2514323,1,0,0,0,0,0,0,0,,0,,,,338.502307,,22h34m00.55s,-25.241691,,-25d14m30.1s,28.558824,,-59.205854,,0.05,16.08,0.85,-0.77,-122.4,,-302.9,,11.25,0,G,2MASS,1.49,0.01,G,4.37,0.02,,,MAINSEQ,M,10.22,0.11,,0,0.03,0.15,V-K,3531,,V-K,,,,,,,,0.49,,Turnbull,0.42,,Turnbull,,,,,0.18,,11.41,,0,,32.41,,1,0,1,0,0,2,0,7.73,0.018,0,7.142,0.045,0,6.881,0.021,0,,,,,,,,,,,,,HIP 111391
HIP 111571,HD 214100,GJ 864,2MASS J22360966-0050298,1,0,0,0,0,0,0,0,,0,,,,339.040213,,22h36m09.65s,-0.840151,,-00d50m24.5s,66.244636,,-48.245566,,0.03,17.12,0.53,-0.5,48.8,,-630,,9.98,0.02,G,2MASS,1.41,0.03,G,3.82,0.03,,K5,MAINSEQ,K,8.81,0.09,,0,0.08,0.13,V-K,3815,,V-K,,,,,,,,0.66,,Turnbull,0.53,,Turnbull,,,,,0.29,,16.74,,0,,32.11,,1,0,1,0,0,2,0,7.038,0.023,0,6.372,0.036,0,6.163,0.022,0,,,,,,,,,,,,,HIP 111571
HIP 112909,,GJ 875.1,2MASS J22515348+3145153,1,0,0,0,0,0,0,0,,0,22519+3145,,,342.971565,,22h51m53.18s,31.754338,,+31d45m15.6s,95.158235,,-24.59137,,0.04,14.54,0.61,-0.56,527,,-50.6,,11.66,0.01,G,2MASS,1.5,0.02,G,4.79,0.03,,M3.5Ve,MAINSEQ,M,10.85,0.1,,0,0.03,0.14,V-K,3355,,V-K,,,,,,,,0.48,,Turnbull,0.4,,Turnbull,,,,,0.16,,11.24,,0,,32.57,,1,0,1,0,0,2,0,7.697,0.02,0,7.129,0.018,0,6.874,0.021,0,,,,,,,,,,,,,HIP 112909
HIP 113718,HD 217580,GJ 886,2MASS J23015152-0350555,1,0,0,0,0,0,0,0,,0,,,,345.463805,,23h01m51.31s,-3.848231,,-03d50m53.6s,69.792212,,-54.984511,,0.02,17.04,0.35,-0.33,395.5,,-207.1,,7.46,0.01,Koen,2MASS,0.96,0.01,Koen,2.25,0.03,,K3V,MAINSEQ,K,6.31,0.05,,0,0.33,0.05,V-K,4942,,Gray,4.56,,Gray,,,,,0.78,,Turnbull,0.75,,Turnbull,,,,I,0.57,,33.61,,0,,31.1,,1,0,1,0,0,2,0,5.825,0.02,0,5.366,0.022,0,5.232,0.02,0,,,,,,,,,,,,,HIP 113718
HIP 114233,,GJ 889.1,2MASS J23080698+0319444,1,0,0,0,0,0,0,0,,0,,,,347.027813,,23h08m06.68s,3.328368,,+03d19m42.1s,79.619234,,-50.645153,,0.03,15.86,0.49,-0.46,492.5,,254.8,,10.89,0.01,Koen,2MASS,1.52,0.01,Koen,3.83,0.03,,M1V:,MAINSEQ,M,9.89,0.09,,0,0.03,0.13,V-K,3806,,V-K,,,,,,,,0.4,,Turnbull,0.41,,Turnbull,,,,,0.17,,11.02,,0,,31.94,,1,0,1,0,0,2,0,7.865,0.02,0,7.305,0.029,0,7.067,0.026,0,,,,,,,,,,,,,HIP 114233
HIP 114361,HD 218511,GJ 1279,2MASS J23094094-6743581,1,0,0,0,0,0,0,0,,0,,,,347.422669,,23h09m41.44s,-67.732301,,-67d43m56.3s,316.633443,,-46.596399,,0.01,14.98,0.15,-0.15,-317,,-215.2,,8.31,0.03,VT,2MASS,1.2,0,G,2.98,0.03,,K5V,MAINSEQ,K,7.43,0.05,,0,0.18,0.06,V-K,4355,,V-K,,,,,,,,0.74,,Turnbull,0.64,,Turnbull,,,,A,0.42,,27.95,,0,,31.26,,1,0,1,0,0,2,1,6.084,0.02,0,5.46,0.036,0,5.325,0.02,0,,,,,,,,,,,,,HIP 114361
HIP 114411,,GJ 891,2MASS J23101566-2555530,1,0,0,0,0,0,0,0,,0,,,,347.563666,,23h10m15.28s,-25.931366,,-25d55m52.9s,30.185591,,-67.374044,,0.05,16.08,0.85,-0.77,716.8,,19.4,,11.27,0.01,Koen,2MASS,1.54,0.01,Koen,4.1,0.3,,,MAINSEQ,M,10.24,0.13,,0,0.03,0.32,V-K,3661,,V-K,,,,,,,,0.44,,Turnbull,0.41,,Turnbull,,,,,0.18,,11.08,,0,,32.37,,1,0,1,0,0,2,1,7.838,0.027,0,7.252,0.022,0,6.995,0.021,0,,,,,,,,,,,,,HIP 114411
HIP 116003,,GJ 1284,2MASS J23301341-2023271,1,0,0,0,0,0,0,0,,0,,,,352.555176,,23h30m13.24s,-20.390464,,-20d23m25.7s,48.524056,,-70.263785,,0.06,16.2,1.03,-0.92,314.5,,-208.1,,11.09,0.01,G,2MASS,1.5,0.01,G,4.76,0.03,,M2Ve,,,10.04,0.13,,0,0.05,0.16,V-K,3364,,V-K,,,,,,,,0.69,,Turnbull,0.48,,Turnbull,,,,,0.23,,14.46,,0,,32.78,,1,0,1,0,0,2,0,7.2,0.019,0,6.608,0.042,0,6.329,0.026,0,,,,,,,,,,,,,HIP 116003
HIP 116085,HD 221354,GJ 895.4,2MASS J23312219+5909558,1,0,0,1,0,0,1,0,,0,,,,352.837291,,23h31m20.95s,59.165242,,+59d09m54.9s,112.817499,,-2.124607,,0.01,16.93,0.17,-0.17,1106.1,,113,,6.75,0.02,VT,2MASS,0.84,0,G,1.95,0.02,,K2V,MAINSEQ,K,5.6,0.03,,0,0.58,0.04,V-K,5133,,2005ApJS..159..141V,4.49,,2007ApJS..168..297T,0.01,,,[Fe/H],0.88,,2007ApJS..168..297T,0.84,,2007ApJS..168..297T,11.6,,2005ApJS..159..141V,VI,0.76,,44.91,,0,,31,,1,0,1,0,0,2,6,5.346,0.037,0,4.975,0.084,0,4.797,0.016,0,,,,,,,,,,,,,HIP 116085
HIP 4148,HD 5133,GJ 42,2MASS J00530108-3021249,1,0,0,0,0,0,0,0,,0,,,,13.252982,,00h53m00.72s,-30.356991,,-30d21m25.2s,296.926216,,-86.752829,,0.01,14.17,0.14,-0.14,620.5,,31.3,,7.15,0,G,2MASS,0.94,0.01,G,2.26,0.03,,K2V,MAINSEQ,K,6.39,0.02,,0,0.31,0.04,V-K,4968,,2005ApJS..159..141V,4.62,,2007ApJS..168..297T,-0.04,,,[Fe/H],0.74,,2007ApJS..168..297T,0.8,,2007ApJS..168..297T,6,,2005ApJS..159..141V,I,0.56,,39.21,,0,,30.72,,1,0,1,0,0,2,1,5.537,0.029,0,5.049,0.029,0,4.894,0.031,0,,,,,,,,,,,,,HIP 4148
HIP 4569,,GJ 46,2MASS J00582789-2751251,1,0,0,0,0,0,0,0,,0,,,,14.612827,,00h58m27.08s,-27.856305,,-27d51m22.7s,238.420244,,-88.28268,,0.04,12.35,0.51,-0.47,1293.4,,-298.9,,11.77,0,G,2MASS,1.56,0,G,4.88,0.02,,,MAINSEQ,M,11.31,0.09,,0,0.02,0.13,V-K,3320,,V-K,,,,,,,,0.42,,Turnbull,0.36,,Turnbull,,,,,0.14,,11.14,,0,,32.31,,1,0,1,0,0,2,0,7.763,0.023,0,7.203,0.051,0,6.892,0.021,0,,,,,,,,,,,,,HIP 4569
HIP 8051,,GJ 70,2MASS J01432015+0419172,1,0,0,0,0,0,0,0,,0,,,,25.835109,,01h43m20.43s,4.323515,,+04d19m24.7s,146.627088,,-56.141801,,0.02,11.41,0.23,-0.22,-420.1,,-763.4,,10.92,0.01,Koen,2MASS,1.54,0.01,Koen,4.41,0.03,,M2V:,MAINSEQ,M,10.63,0.06,,0,0.02,0.11,V-K,3510,,V-K,,,,,,,,0.41,,Turnbull,0.38,,Turnbull,,,,,0.15,,13.46,,0,,31.69,,1,0,1,0,0,2,1,7.37,0.024,0,6.809,0.042,0,6.516,0.022,0,,,,,,,,,,,,,HIP 8051
HIP 8070,HD 10436,GJ 69,2MASS J01434072+6349242,1,0,0,0,0,0,0,0,,0,,,,25.92186,,01h43m41.25s,63.824815,,+63d49m29.3s,128.655748,,1.535335,,0.01,13.58,0.14,-0.13,-394.2,,-581.8,,8.42,0.01,G,2MASS,1.2,0.02,G,3.04,0.02,,K5V,MAINSEQ,K,7.76,0.04,,0,0.13,0.04,V-K,4315,,V-K,4.7,,2007ApJS..168..297T,,,,,0.59,,2007ApJS..168..297T,0.62,,2007ApJS..168..297T,,,,A,0.36,,26.88,,0,,31.07,,1,0,1,0,0,4,1,6.122,0.027,0,5.51,0.027,0,5.38,0.017,0,,,,,,,,,,,,,HIP 8070
HIP 8768,HD 11507,GJ 79,2MASS J01524908-2226055,1,0,0,0,0,0,0,0,,0,,,,28.202663,,01h52m48.64s,-22.434855,,-22d26m05.5s,197.65521,,-75.31335,,0.01,11.01,0.11,-0.11,844,,-0.8,,8.88,0.01,Koen,2MASS,1.44,0.01,Koen,3.71,0.02,,K5/M0V,MAINSEQ,K,8.67,0.04,,0,0.09,0.05,V-K,3876,,V-K,,,,,,,,0.65,,Turnbull,0.53,,Turnbull,,,,A,0.29,,26.62,,0,,31.06,,1,0,1,0,0,2,0,6.064,0.021,0,5.405,0.026,0,5.178,0.02,0,,,,,,,,,,,,,HIP 8768
HIP 9291,,GJ 82,2MASS J01592349+5831162,1,0,0,0,0,0,0,0,,0,01594+5831,,,29.84648,,01h59m23.16s,58.521608,,+58d31m17.8s,131.72073,,-3.185803,,0.05,12.25,0.64,-0.58,321.8,,-195.3,,12.04,0.36,VT,2MASS,0.85,0.36,BVT-G-Red,5.08,0.36,,M4Ve,,,11.6,0.47,,0,0.02,0.6,V-K,3250,,V-K,,,,,,,,0.42,,Turnbull,0.35,,Turnbull,,,,,0.13,,10.79,,0,,32.49,,1,0,1,0,0,2,0,7.79,0.019,0,7.224,0.061,0,6.961,0.024,0,,,,,,,,,,,,,HIP 9291
HIP 9724,,GJ 84,2MASS J02050492-1736528,1,0,0,0,0,0,0,0,,0,02051-1737,,,31.266835,,02h05m04.04s,-17.614209,,-17d36m51.2s,187.509712,,-70.534828,,0.02,9.14,0.19,-0.18,1317.5,,-173.9,,10.19,0.01,Koen,2MASS,1.52,0.01,Koen,4.53,0.02,,M3,MAINSEQ,M,10.38,0.05,,0,0.03,0.1,V-K,3460,,V-K,,,,,,,,0.5,,Turnbull,0.42,,Turnbull,,,,,0.18,,19.81,,0,,31.32,,1,0,1,0,0,2,0,6.542,0.021,0,5.898,0.024,0,5.662,0.02,0,,,,,,,,,,,,,HIP 9724
HIP 9786,,GJ 3135,2MASS J02054859-3010361,1,0,0,0,0,0,0,0,,0,,,,31.453788,,02h05m48.91s,-30.176893,,-30d10m36.8s,227.912631,,-73.420195,,0.03,9.28,0.29,-0.27,-527.8,,100.1,,12.17,0.01,Koen,2MASS,1.69,0.01,Koen,4.59,0.03,,K:...,,,12.33,0.07,,0,0.01,0.12,V-K,3433,,V-K,,,,,,,,0.22,,Turnbull,0.27,,Turnbull,,,,,0.08,,8.25,,0,,31.43,,1,0,1,0,0,2,0,8.367,0.024,0,7.867,0.038,0,7.558,0.024,0,,,,,,,,,,,,,HIP 9786
HIP 10395,,GJ 91,2MASS J02135359-3202282,1,0,0,0,0,0,0,0,,0,,,,33.471266,,02h13m53.10s,-32.039949,,-32d02m23.8s,233.228232,,-71.4479,,0.02,12.55,0.26,-0.25,759.1,,-534.7,,10.32,0.01,Koen,2MASS,1.5,0.01,Koen,4.22,0.02,,,MAINSEQ,M,9.83,0.06,,0,0.04,0.11,V-K,3603,,V-K,,,,,,,,0.53,,Turnbull,0.45,,Turnbull,,,,,0.21,,16.6,,0,,31.76,,1,0,1,0,0,2,0,6.961,0.02,0,6.327,0.026,0,6.093,0.016,0,,,,,,,,,,,,,HIP 10395
HIP 10798,HD 14412,GJ 95,2MASS J02185853-2556451,1,0,0,0,0,0,0,0,,0,,,,34.744358,,02h18m58.65s,-25.946768,,-25d56m48.4s,214.458074,,-70.409805,,0,12.67,,,-218.1,,444.5,,6.33,0.02,VT,2MASS,0.72,0,G,1.78,0.02,,G8V,MAINSEQ,G,5.82,0.03,,0,0.45,0.04,V-K,5374,,2005ApJS..159..141V,4.59,,2007ApJS..168..297T,-0.47,,,[Fe/H],0.77,,2007ApJS..168..297T,0.82,,2007ApJS..168..297T,0.76,,2007ApJS..168..297T,I,0.67,,53.16,,0,,30.32,,1,0,1,0,0,2,6,5.056,0.024,0,4.694,0.044,0,4.551,0.016,0,,,,,,,,,,,,,HIP 10798
HIP 10812,,GJ 1046,2MASS J02191003-3646413,1,0,0,0,0,0,0,0,,0,,,,34.787762,,02h19m09.06s,-36.77942,,-36d46m45.9s,245.908838,,-69.111234,,0.05,14.07,0.74,-0.67,1394.1,,550,,11.6,0.01,Koen,2MASS,1.55,0.01,Koen,4.56,0.02,,,MAINSEQ,M,10.85,0.11,,0,0.02,0.14,V-K,3447,,V-K,,,,,,,,0.42,,Turnbull,0.38,,Turnbull,,,,,0.15,,10.53,,0,,32.29,,1,0,1,0,0,2,0,7.924,0.032,0,7.317,0.063,0,7.031,0.02,0,,,,,,,,,,,,,HIP 10812
HIP 11048,,GJ 96,2MASS J02221463+4752481,1,0,0,0,0,0,0,0,,1,,,,35.560232,,02h22m14.46s,47.879929,,+47d52m47.7s,138.291537,,-12.265353,,0.01,11.94,0.12,-0.12,216.7,,40.9,,9.4,0.02,G,2MASS,1.47,0.03,G,3.85,0.03,,M2,MAINSEQ,M,9.01,0.05,,0,0.07,0.1,V-K,3799,,V-K,,,,,,,,0.61,,Turnbull,0.5,,Turnbull,,,,,0.26,,22.1,,0,,31.35,,1,0,1,0,0,2,2,6.377,0.019,0,5.77,0.038,0,5.554,0.026,0,,,,,,,,,,,,,GJ 96
HIP 11964,HD 16157,GJ 103,2MASS J02342256-4347467,1,0,0,0,0,0,0,0,,0,,,,38.593831,,02h34m22.52s,-43.795639,,-43d47m44.3s,258.47966,,-63.41477,,0.01,11.6,0.12,-0.11,57.9,,-293.6,,8.82,0.01,Koen,2MASS,1.38,0.01,Koen,4.01,0.02,,M0VP,MAINSEQ,M,8.49,0.03,,0,0.12,0.1,V-K,3712,,V-K,,,,,,,,0.83,,Turnbull,0.58,,Turnbull,,,,VA,0.34,,29.57,,0,,31.34,,1,0,1,0,0,2,0,5.795,0.018,0,5.126,0.027,0,4.885,0.016,0,,,,,,,,,,,,,HIP 11964
HIP 12097,,GJ 104,2MASS J02355328+2013119,1,0,0,0,0,0,0,0,,0,,,,38.971465,,02h35m53.15s,20.220225,,+20d13m12.8s,153.768421,,-36.320322,,0.03,13.59,0.42,-0.4,251.9,,-140.3,,10.63,0.01,Koen,2MASS,1.51,0.01,Koen,4.35,0.03,,M2,MAINSEQ,M,9.96,0.07,,0,0.04,0.11,V-K,3539,,V-K,,,,,,,,0.53,,Turnbull,0.44,,Turnbull,,,,,0.2,,14.74,,0,,31.98,,1,0,1,0,0,2,0,7.208,0.02,0,6.572,0.02,0,6.328,0.02,0,,,,,,,,,,,,,HIP 12097
HIP 13218,,GJ 114.1 A,2MASS J02500975-5308204,1,0,0,0,0,0,0,0,,0,,,,42.541025,,02h50m09.85s,-53.140193,,-53d08m24.7s,270.882488,,-55.960674,,0.02,12.96,0.26,-0.25,-117.4,,502.9,,10.72,0.01,Koen,2MASS,1.52,0.01,Koen,4.23,0.02,,M,MAINSEQ,M,10.15,0.06,,0,0.03,0.11,V-K,3600,,V-K,,,,,,,,0.46,,Turnbull,0.41,,Turnbull,,,,,0.18,,13.79,,0,,31.82,,1,0,1,0,0,2,0,7.349,0.024,0,6.753,0.036,0,6.495,0.02,0,,,,,,,,,,,,,HIP 13218
HIP 13389,,GJ 118,2MASS J02522213-6340475,1,0,0,0,0,0,0,0,,0,,,,43.087,,02h52m20.88s,-63.681353,,-63d40m52.9s,283.222258,,-48.560324,,0.02,11.65,0.24,-0.23,979.1,,630.6,,11.36,0,G,2MASS,1.55,0.01,G,4.53,0.02,,M,MAINSEQ,M,11.03,0.05,,0,0.02,0.11,V-K,3459,,V-K,,,,,,,,0.38,,Turnbull,0.36,,Turnbull,,,,,0.13,,11.57,,0,,31.85,,1,0,1,0,0,2,0,7.671,0.024,0,7.115,0.029,0,6.829,0.017,0,,,,,,,,,,,,,HIP 13389
HIP 15638,,GJ 133,2MASS J03212176+7958022,1,0,0,0,0,0,0,0,,0,,,,50.33503,,03h21m20.41s,79.966565,,+79d57m59.6s,129.369747,,19.023574,,0.02,14.04,0.29,-0.28,410.4,,284.8,,11.21,0.01,G,2MASS,1.59,0.02,G,4.32,0.03,,M2:,MAINSEQ,M,10.47,0.06,,0,0.03,0.11,V-K,3554,,V-K,,,,,,,,0.42,,Turnbull,0.39,,Turnbull,,,,,0.16,,11.4,,0,,32.08,,1,0,1,0,0,2,0,7.704,0.027,0,7.117,0.036,0,6.89,0.024,0,,,,,,,,,,,,,HIP 15638
HIP 16134,HD 21531,GJ 142,2MASS J03275236-1948165,1,0,0,0,0,0,0,0,,0,,,,51.966971,,03h27m52.07s,-19.805221,,-19d48m18.8s,209.908236,,-53.537632,,0.01,12.49,0.13,-0.12,537.2,,303.9,,8.37,0.01,Koen,2MASS,1.35,0.01,Koen,3.32,0.02,,K5V,MAINSEQ,K,7.88,0.04,,0,0.13,0.05,V-K,4119,,V-K,,,,,,,,0.72,,Turnbull,0.6,,Turnbull,,,,A,0.37,,29.25,,0,,31.02,,1,0,1,0,0,2,1,5.888,0.017,0,5.251,0.024,0,5.068,0.021,0,,,,,,,,,,,,,HIP 16134
HIP 16536,,GJ 145,2MASS J03325585-4442070,1,0,0,0,0,0,0,0,,0,,,,53.233804,,03h32m56.11s,-44.70227,,-44d42m08.2s,252.401307,,-53.385336,,0.02,10.74,0.22,-0.21,-311.8,,131.2,,11.48,0.01,Koen,2MASS,1.59,0.01,Koen,4.56,0.02,,,MAINSEQ,M,11.32,0.06,,0,0.01,0.11,V-K,3445,,V-K,,,,,,,,0.34,,Turnbull,0.34,,Turnbull,,,,,0.12,,11.15,,0,,31.71,,1,0,1,0,0,2,0,7.741,0.02,0,7.213,0.036,0,6.907,0.016,0,,,,,,,,,,,,,HIP 16536
HIP 16711,HD 22496,GJ 146,2MASS J03350093-4825089,1,0,0,0,0,0,0,0,,0,,,,53.752434,,03h35m00.58s,-48.419889,,-48d25m11.6s,258.096803,,-51.960334,,0.01,13.61,0.14,-0.13,404.5,,307.4,,8.58,0.03,VT-G,2MASS,1.32,0.03,BVT-G-Red,3.24,0.04,,K5/M0V,MAINSEQ,K,7.91,0.05,,0,0.13,0.06,V-K,4172,,V-K,,,,,,,,0.68,,Turnbull,0.59,,Turnbull,,,,A,0.36,,26.17,,0,,31.18,,1,0,1,0,0,2,0,6.122,0.02,0,5.493,0.029,0,5.338,0.018,0,,,,,,,,,,,,,HIP 16711
HIP 16852,HD 22484,GJ 147,2MASS J03365238+0024054,1,1,1,1,1,1,1,0,,0,,,,54.218829,,03h36m52.52s,0.402833,,+00d24m10.2s,185.123807,,-41.665785,,0.01,13.96,0.14,-0.14,-232.7,,-482,,4.29,0.01,G,1966CoLPL...4...99J,0.58,0.01,G,1.35,0.05,,F8V,MAINSEQ,F,3.57,0.02,,0,3.29,0.05,V-K,6038,,2005ApJS..159..141V,4.12,,2007ApJS..168..297T,-0.02,,,[Fe/H],1.58,,2007ApJS..168..297T,1.16,,2007ApJS..168..297T,5.64,,2007ApJS..168..297T,,1.81,,129.96,,0,,30.43,,1,0,1,0,0,2,0,3.194,0.246,0,2.916,0.2,0,2.835,0.26,0,,,,,,,,,,,,,HIP 16852
HIP 17378,HD 23249,GJ 150,2MASS J03431490-0945490,1,1,1,0,1,0,1,0,,0,,,,55.812317,,03h43m14.96s,-9.765199,,-09d45m54.7s,198.089726,,-45.99647,,0,9.04,,,-91.7,,742.2,,3.52,0.02,VT,Koornneef,0.93,0.02,BVT-G-Red,2.1,0.05,,K0IV,GIANT,GIANT,3.74,0.02,,0,3.37,0.06,V-K,5095,,2005ApJS..159..141V,4.01,,2007ApJS..168..297T,0.16,,,[Fe/H],2.27,,2007ApJS..168..297T,1.19,,2007ApJS..168..297T,6.28,,2007ApJS..168..297T,,1.84,,203.18,,0,,29.68,,1,0,1,0,0,2,2,2.06,0.362,0,1.729,0.28,0,1.619,0.292,0,,,,,,,,,,,,,HIP 17378
HIP 17420,HD 23356,,2MASS J03435531-1906394,1,0,0,0,0,0,0,0,,0,,,,55.979798,,03h43m55.15s,-19.11128,,-19d06m40.6s,210.883438,,-49.738814,,0.01,13.95,0.14,-0.14,309.9,,156.5,,7.1,0,G,2MASS,0.93,0,G,2.26,0.02,,K2V,MAINSEQ,K,6.38,0.02,,0,0.31,0.03,V-K,4991,,2005ApJS..159..141V,4.6,,2007ApJS..168..297T,-0.06,,,[Fe/H],0.76,,2007ApJS..168..297T,0.81,,2007ApJS..168..297T,6.1,,2005ApJS..159..141V,I,0.56,,40.18,,0,,30.69,,1,0,1,0,0,2,4,5.457,0.018,0,5.025,0.116,0,4.837,0.02,0,,,,,,,,,,,,,HIP 17420
HIP 19337,HD 281621,GJ 162,2MASS J04083742+3338134,1,0,0,0,0,0,0,0,,0,,,,62.15429,,04h08m37.03s,33.63673,,+33d38m12.2s,163.370982,,-13.335741,,0.04,13.45,0.56,-0.52,524.6,,126.5,,10.18,0.02,G,2MASS,1.5,0.04,G,4,0.03,,M1,MAINSEQ,M,9.54,0.11,,0,0.05,0.14,V-K,3714,,V-K,,,,,,,,0.53,,Turnbull,0.46,,Turnbull,,,,,0.22,,16.31,,0,,31.73,,1,0,1,0,0,2,0,7.016,0.02,0,6.395,0.044,0,6.178,0.02,0,,,,,,,,,,,,,HIP 19337
HIP 19884,HD 27274,GJ 167,2MASS J04155689-5318353,1,0,0,0,0,0,0,0,,0,,,,63.983899,,04h15m56.14s,-53.310771,,-53d18m38.8s,262.331515,,-44.377805,,0.01,13.04,0.13,-0.13,784.9,,396.1,,7.63,0.01,Koen,2MASS,1.13,0.01,Koen,2.72,0.02,,K5V,MAINSEQ,K,7.06,0.03,,0,0.2,0.03,V-K,4561,,V-K,4.63,,2007ApJS..168..297T,,,,,0.71,,2007ApJS..168..297T,0.74,,2007ApJS..168..297T,2.04,,2007ApJS..168..297T,I,0.45,,34.64,,0,,30.75,,1,0,1,0,0,2,1,5.624,0.019,0,5.098,0.029,0,4.923,0.02,0,,,,,,,,,,,,,HIP 19884
HIP 20917,HD 28343,GJ 169,2MASS J04290013+2155214,1,0,0,0,0,0,0,0,,0,,,,67.250691,,04h29m00.17s,21.922275,,+21d55m20.2s,175.439734,,-18.088249,,0.01,11.39,0.12,-0.11,-65.1,,175.6,,8.3,0.01,Koen,2MASS,1.39,0.01,Koen,3.48,0.04,,K7V,MAINSEQ,K,8.02,0.04,,0,0.13,0.05,V-K,4017,,V-K,4.67,,2007ApJS..168..297T,,,,,0.63,,2007ApJS..168..297T,0.66,,2007ApJS..168..297T,,,,,0.36,,31.32,,0,,30.91,,1,0,1,0,0,3,3,5.674,0.025,0,5.05,0.016,0,4.875,0.016,0,,,,,,,,,,,,,HIP 20917
HIP 21553,HD 232979,GJ 172,2MASS J04374092+5253372,1,0,0,0,0,0,0,0,,0,,,,69.419318,,04h37m40.64s,52.89477,,+52d53m41.2s,153.235119,,3.886923,,0.01,10.11,0.1,-0.1,305.2,,-475.6,,8.62,0.01,G,2MASS,1.42,0.01,G,3.57,0.02,,K8V,MAINSEQ,K,8.6,0.03,,0,0.08,0.04,V-K,3959,,V-K,,,,,,,,0.61,,Turnbull,0.53,,Turnbull,,,,,0.29,,28.63,,0,,30.77,,1,0,1,0,0,4,4,5.866,0.041,0,5.268,0.031,0,5.047,0.018,0,,,,,,,,,,,,,HIP 21553
HIP 21556,,GJ 173,2MASS J04374188-1102198,1,0,0,0,0,0,0,0,,0,,,,69.425003,,04h37m42.00s,-11.038404,,-11d02m18.3s,207.617798,,-34.652746,,0.02,11.1,0.23,-0.22,-225.8,,-193.6,,10.33,0.01,Koen,2MASS,1.51,0.01,Koen,4.25,0.02,,M1,MAINSEQ,M,10.1,0.05,,0,0.03,0.11,V-K,3588,,V-K,,,,,,,,0.48,,Turnbull,0.42,,Turnbull,,,,,0.18,,16.57,,0,,31.5,,1,0,1,0,0,2,1,6.943,0.019,0,6.331,0.026,0,6.091,0.021,0,,,,,,,,,,,,,HIP 21556
HIP 21818,HD 29697,GJ 174,2MASS J04411888+2054058,1,0,0,0,0,0,0,0,,0,04413+2054,,,70.329172,,04h41m19.00s,20.902131,,+20d54m07.7s,178.172312,,-16.523476,,0.02,13.19,0.27,-0.26,-233.6,,-254.6,,8.13,0.03,VT,2MASS,1.09,0.01,G,2.98,0.03,,K3V,MAINSEQ,K,7.52,0.06,,0,0.16,0.07,V-K,4359,,V-K,,,,,,,,0.7,,Turnbull,0.63,,Turnbull,,,,VA,0.4,,30.38,,0,,30.98,,1,0,1,0,0,2,0,5.854,0.019,0,5.31,0.02,0,5.146,0.02,0,,,,,,,,,,,,,HIP 21818
HIP 21932,HD 285968,GJ 176,2MASS J04425581+1857285,1,0,0,0,1,0,0,0,,1,,,,70.730708,,04h42m55.37s,18.960881,,+18d57m39.2s,180.012132,,-17.426044,,0.03,9.27,0.29,-0.27,659.8,,-1114.7,,9.95,0.01,Koen,2MASS,1.54,0.01,Koen,4.34,0.04,,M2,MAINSEQ,M,10.11,0.07,,0,0.04,0.11,V-K,3543,,V-K,4.81,,2007ApJS..168..297T,,,,,0.46,,2007ApJS..168..297T,0.43,,Turnbull,,,,,0.19,,20.55,,0,,31.2,,4,0,1,3,0,2,2,6.462,0.024,0,5.824,0.033,0,5.607,0.034,0,5.486,0.177,0,5.27,0.065,0,5.341,0.014,0,5.227,0.034,0,HD 285968
